sensor0;sensor1;sensor2;sensor3;sensor4;left;up;right
5.0;0.7533389925956726;1.5305496454238892;0.8467618227005005;1.3333604335784912;0.0;0.0;1.0
5.0;0.733159601688385;1.550376534461975;0.8549391031265259;1.3219224214553833;0.0;0.0;1.0
5.0;0.7068055868148804;1.515870451927185;0.8071242570877075;1.3388649225234985;0.0;0.0;1.0
5.0;0.7159266471862793;1.531863808631897;0.7950329780578613;1.38466477394104;0.0;0.0;1.0
5.0;0.7090672850608826;1.5253098011016846;0.7823318243026733;1.3864370584487915;0.0;0.0;1.0
5.0;0.746433436870575;1.475476622581482;0.7435624003410339;1.4373599290847778;0.0;0.0;1.0
5.0;0.7879663109779358;1.382922887802124;0.6904313564300537;1.5618809461593628;0.0;1.0;0.0
5.0;0.8536277413368225;1.3607897758483887;0.6731524467468262;1.6793150901794434;0.0;1.0;0.0
5.0;0.9239895939826965;1.2863975763320923;0.6593985557556152;1.795957326889038;0.0;1.0;0.0
5.0;1.009071707725525;1.2796603441238403;0.6663671731948853;1.8768810033798218;1.0;0.0;0.0
5.0;1.0764546394348145;1.2128058671951294;0.7226458787918091;1.8246716260910034;1.0;0.0;0.0
3.3965723514556885;1.1180877685546875;1.2141516208648682;0.7210670113563538;1.8091883659362793;1.0;0.0;0.0
3.5;1.1346865892410278;1.1853755712509155;0.7581928372383118;1.77339768409729;1.0;0.0;0.0
5.0;1.0509313344955444;1.2295030355453491;0.7835423350334167;1.5762550830841064;1.0;0.0;0.0
5.0;0.9793168902397156;1.229414701461792;0.8125815391540527;1.448403000831604;0.0;1.0;0.0
5.0;0.9282543659210205;1.2820119857788086;0.8642572164535522;1.330700159072876;0.0;1.0;0.0
5.0;0.868965744972229;1.3451963663101196;0.9487292766571045;1.263575553894043;0.0;1.0;0.0
5.0;0.8576160669326782;1.3849540948867798;0.9684227108955383;1.2292673587799072;0.0;1.0;0.0
5.0;0.8510809540748596;1.410618782043457;0.9390649199485779;1.24375581741333;0.0;1.0;0.0
5.0;0.8199988603591919;1.4183510541915894;0.9410530924797058;1.257509708404541;0.0;1.0;0.0
5.0;0.8210924863815308;1.4289172887802124;0.9169386029243469;1.2664364576339722;0.0;0.0;1.0
5.0;0.8039258122444153;1.462066888809204;0.9113464951515198;1.255216121673584;0.0;0.0;1.0
5.0;0.8042114973068237;1.42677903175354;0.9018911123275757;1.2824907302856445;0.0;0.0;1.0
5.0;0.8212912678718567;1.3941655158996582;0.8525817394256592;1.3393551111221313;0.0;1.0;0.0
5.0;0.8542689085006714;1.3429322242736816;0.811789333820343;1.3943597078323364;0.0;1.0;0.0
5.0;0.8753154277801514;1.3127899169921875;0.7672985792160034;1.44136643409729;0.0;1.0;0.0
5.0;0.8995709419250488;1.3102773427963257;0.7959843277931213;1.4218575954437256;0.0;1.0;0.0
5.0;0.8992798924446106;1.2884743213653564;0.799065351486206;1.432051420211792;0.0;1.0;0.0
5.0;0.9149952530860901;1.2882602214813232;0.8116395473480225;1.4132664203643799;0.0;1.0;0.0
5.0;0.9398849606513977;1.276917815208435;0.8331314921379089;1.404820203781128;0.0;1.0;0.0
5.0;0.9341871738433838;1.2338794469833374;0.8242427706718445;1.401760458946228;0.0;1.0;0.0
5.0;0.9488493204116821;1.2538611888885498;0.8376877307891846;1.3930304050445557;0.0;1.0;0.0
5.0;0.954950213432312;1.2333317995071411;0.8566023111343384;1.383516788482666;0.0;1.0;0.0
5.0;0.9788143038749695;1.2135722637176514;0.8601201176643372;1.365516185760498;0.0;1.0;0.0
5.0;1.0045205354690552;1.211578369140625;0.8673402070999146;1.364969253540039;0.0;1.0;0.0
5.0;1.0217366218566895;1.1967881917953491;0.8865938186645508;1.3350099325180054;0.0;1.0;0.0
5.0;1.0200281143188477;1.1905536651611328;0.9098623394966125;1.3298540115356445;0.0;1.0;0.0
5.0;1.0349974632263184;1.1712404489517212;0.8999027013778687;1.3024775981903076;0.0;1.0;0.0
5.0;1.0564535856246948;1.1576694250106812;0.9237571358680725;1.3000097274780273;0.0;1.0;0.0
5.0;1.0774226188659668;1.1363475322723389;0.9390572309494019;1.3001548051834106;0.0;1.0;0.0
5.0;1.0874872207641602;1.1148877143859863;0.9472147226333618;1.2940449714660645;0.0;1.0;0.0
5.0;1.1049530506134033;1.1012543439865112;0.9824659824371338;1.2637102603912354;0.0;1.0;0.0
5.0;1.1263965368270874;1.0994399785995483;0.9745498299598694;1.249653697013855;0.0;1.0;0.0
5.0;1.132433295249939;1.0795079469680786;0.9681331515312195;1.2290143966674805;0.0;1.0;0.0
5.0;1.1601001024246216;1.068941593170166;0.9994285702705383;1.2228131294250488;0.0;1.0;0.0
5.0;1.1588927507400513;1.0532089471817017;1.005435585975647;1.2243571281433105;0.0;1.0;0.0
5.0;1.158827304840088;1.0489501953125;1.0225141048431396;1.191494107246399;0.0;1.0;0.0
