sensor0;sensor1;sensor2;sensor3;sensor4;left;up;right
3.207826852798462;5.0;0.831419050693512;1.1491787433624268;1.1205111742019653;0.0;1.0;0.0
3.1136562824249268;5.0;0.7899619340896606;1.1707664728164673;1.090103030204773;0.0;1.0;0.0
3.015678882598877;5.0;0.7423759698867798;1.2007545232772827;1.0391234159469604;0.0;1.0;0.0
2.928377866744995;5.0;0.7397956848144531;1.2255247831344604;1.0083515644073486;0.0;1.0;0.0
2.8082668781280518;5.0;0.718063473701477;1.2521506547927856;0.9971392154693604;0.0;1.0;0.0
2.737128496170044;5.0;0.6711832284927368;1.2915385961532593;0.9482596516609192;0.0;1.0;0.0
2.6379034519195557;3.480483293533325;0.659408688545227;1.387331485748291;0.9249793887138367;0.0;1.0;0.0
2.5376482009887695;3.330322027206421;0.62119460105896;1.500187635421753;0.8643012046813965;0.0;1.0;0.0
2.42773175239563;3.18174409866333;0.5830858945846558;1.5924067497253418;0.8406838178634644;0.0;1.0;0.0
2.3433926105499268;3.0581727027893066;0.5659263134002686;1.7133772373199463;0.8092211484909058;0.0;1.0;0.0
2.2162489891052246;2.892878532409668;0.5235816240310669;1.819711446762085;0.7660728693008423;0.0;1.0;0.0
2.131362199783325;2.7560784816741943;0.5431520938873291;1.9416993856430054;0.7136394381523132;0.0;1.0;0.0
2.0424249172210693;2.627122402191162;5.0;2.042163133621216;0.672894299030304;0.0;1.0;0.0
1.9525697231292725;2.482370615005493;5.0;2.1759352684020996;0.6352832317352295;0.0;0.0;1.0
1.8434562683105469;2.336815118789673;5.0;2.2678208351135254;0.5860536694526672;0.0;0.0;1.0
1.8194023370742798;2.1594724655151367;5.0;2.431427478790283;0.5935179591178894;0.0;0.0;1.0
1.819233775138855;1.9782174825668335;5.0;3.219700813293457;0.6509186029434204;0.0;0.0;1.0
1.8730257749557495;1.8397266864776611;5.0;5.0;0.7154020667076111;0.0;0.0;1.0
1.954696536064148;1.7216395139694214;3.235778331756592;5.0;0.8215581774711609;0.0;0.0;1.0
2.066514253616333;1.5910669565200806;1.8357963562011719;5.0;1.0024741888046265;0.0;0.0;1.0
2.197483777999878;1.545089840888977;1.4536265134811401;5.0;1.2531185150146484;0.0;1.0;0.0
2.387256622314453;1.4573639631271362;1.191991925239563;5.0;1.8332676887512207;0.0;1.0;0.0
2.536102771759033;1.3971401453018188;1.124248743057251;3.2353198528289795;2.5861384868621826;0.0;1.0;0.0
2.5627856254577637;1.354813575744629;1.2069038152694702;2.9655303955078125;2.5206849575042725;0.0;1.0;0.0
2.444746255874634;1.3091555833816528;1.3286678791046143;2.8549752235412598;0.7858989238739014;0.0;1.0;0.0
2.3088059425354004;1.2603390216827393;1.4677159786224365;2.762629508972168;0.6395148634910583;0.0;1.0;0.0
2.2043979167938232;1.1918033361434937;1.5862070322036743;2.64194655418396;0.7167802453041077;0.0;1.0;0.0
2.1127517223358154;1.1462042331695557;1.7260847091674805;2.5183122158050537;0.7371079921722412;0.0;0.0;1.0
2.019091844558716;1.093386173248291;1.7935898303985596;2.4063992500305176;0.8277742266654968;0.0;0.0;1.0
1.9087034463882446;1.053360104560852;1.949965238571167;2.398832082748413;0.8511055707931519;0.0;0.0;1.0
2.135329008102417;1.0163013935089111;1.7137341499328613;1.9779499769210815;0.8721290230751038;0.0;0.0;1.0
2.5155982971191406;1.0103803873062134;1.5357941389083862;1.68540620803833;0.9035619497299194;0.0;0.0;1.0
3.2017834186553955;0.9998790621757507;1.3784418106079102;1.4524534940719604;0.9478254914283752;0.0;1.0;0.0
0.1466405838727951;0.9809247851371765;1.3373202085494995;1.3529788255691528;0.97310870885849;0.0;1.0;0.0
5.0;0.9775115847587585;1.3370859622955322;1.3239020109176636;1.0147230625152588;0.0;1.0;0.0
5.0;0.9743545651435852;1.3920787572860718;1.2753758430480957;1.0277115106582642;0.0;1.0;0.0
5.0;0.9318234324455261;1.4244272708892822;1.2352368831634521;1.044880986213684;0.0;1.0;0.0
5.0;0.910122811794281;1.4381235837936401;1.2323880195617676;1.0597001314163208;0.0;0.0;1.0
3.316030979156494;0.8921248912811279;1.4937723875045776;1.219529151916504;1.0686479806900024;0.0;0.0;1.0
5.0;0.8674904704093933;1.479474663734436;1.1606383323669434;1.1134696006774902;0.0;0.0;1.0
5.0;0.8791168928146362;1.390481948852539;1.0385785102844238;1.1588231325149536;0.0;0.0;1.0
5.0;0.8935414552688599;1.32271146774292;0.9809496998786926;1.2111238241195679;0.0;0.0;1.0
5.0;0.9512652158737183;1.2500842809677124;0.8873203992843628;1.2893649339675903;0.0;1.0;0.0
5.0;1.0039268732070923;1.1966416835784912;0.8779036402702332;1.3725528717041016;0.0;1.0;0.0
5.0;1.0267976522445679;1.1818803548812866;0.8548605442047119;1.42159903049469;0.0;1.0;0.0
5.0;1.1022542715072632;1.149756669998169;0.8487268090248108;1.4439868927001953;0.0;1.0;0.0
5.0;1.129263997077942;1.125817894935608;0.8768392205238342;1.4326368570327759;1.0;0.0;0.0
5.0;1.158408284187317;1.1057883501052856;0.9158841967582703;1.3788655996322632;1.0;0.0;0.0
5.0;1.1786571741104126;1.0946695804595947;0.9229776859283447;1.365429162979126;1.0;0.0;0.0
5.0;1.0819417238235474;1.1080477237701416;0.9620404839515686;1.2617541551589966;1.0;0.0;0.0
5.0;1.0392788648605347;1.1370099782943726;1.0069445371627808;1.163533091545105;0.0;1.0;0.0
5.0;1.0053393840789795;1.1964216232299805;1.06953763961792;1.1237989664077759;0.0;1.0;0.0
5.0;0.9820063710212708;1.258159875869751;1.1158679723739624;1.1031322479248047;0.0;1.0;0.0
5.0;0.9464119672775269;1.2907376289367676;1.1173514127731323;1.0950820446014404;0.0;0.0;1.0
5.0;0.9265415072441101;1.3455936908721924;1.1487990617752075;1.0823081731796265;0.0;0.0;1.0
5.0;0.9153420925140381;1.3883130550384521;1.1493074893951416;1.110437035560608;0.0;0.0;1.0
5.0;0.9321858286857605;1.3127200603485107;1.0462950468063354;1.1525309085845947;0.0;1.0;0.0
5.0;0.9386259317398071;1.2591230869293213;0.9833588004112244;1.2035157680511475;0.0;1.0;0.0
5.0;0.9783623218536377;1.2351397275924683;0.9435783624649048;1.2370102405548096;0.0;1.0;0.0
5.0;0.9554958343505859;1.2411092519760132;0.9518734216690063;1.2349252700805664;0.0;1.0;0.0
5.0;0.9899042844772339;1.2326719760894775;0.9571008682250977;1.2321226596832275;0.0;1.0;0.0
5.0;0.975326657295227;1.2149531841278076;0.9575024843215942;1.2316054105758667;0.0;1.0;0.0
5.0;0.9710857272148132;1.2268024682998657;0.9363453388214111;1.2434996366500854;0.0;1.0;0.0
5.0;0.9925012588500977;1.2171498537063599;0.9524589776992798;1.231419563293457;0.0;1.0;0.0
5.0;0.9938766956329346;1.2200589179992676;0.9660596251487732;1.2564189434051514;0.0;1.0;0.0
5.0;0.9791895151138306;1.2207589149475098;0.9618576765060425;1.2130928039550781;0.0;1.0;0.0
5.0;0.9855489730834961;1.2142698764801025;0.9577018022537231;1.226994514465332;0.0;1.0;0.0
5.0;0.9923712015151978;1.2043532133102417;0.96593177318573;1.2314764261245728;0.0;1.0;0.0
5.0;0.9931219816207886;1.201578140258789;0.9573426246643066;1.247516393661499;0.0;1.0;0.0
5.0;0.9984999895095825;1.1837080717086792;0.9584076404571533;1.2295639514923096;0.0;1.0;0.0
5.0;0.9997920393943787;1.1916700601577759;0.9730750918388367;1.2203049659729004;0.0;1.0;0.0
5.0;1.004409909248352;1.1845101118087769;0.9571928977966309;1.2321213483810425;0.0;1.0;0.0
5.0;1.0118340253829956;1.186432123184204;0.9754906892776489;1.2117103338241577;0.0;1.0;0.0
5.0;1.0294240713119507;1.1842827796936035;0.9803857803344727;1.2320480346679688;0.0;1.0;0.0
5.0;1.0193915367126465;1.1781286001205444;0.9877387285232544;1.210180640220642;0.0;1.0;0.0
5.0;1.0444484949111938;1.1612372398376465;0.9657265543937683;1.2170348167419434;0.0;1.0;0.0
5.0;1.0485661029815674;1.1509654521942139;0.9793057441711426;1.224387288093567;0.0;1.0;0.0
5.0;1.0411484241485596;1.1514382362365723;1.0030088424682617;1.2004914283752441;0.0;1.0;0.0
5.0;1.0597988367080688;1.1190413236618042;0.9861863255500793;1.1975038051605225;0.0;1.0;0.0
5.0;1.0704081058502197;1.1428428888320923;0.9980418682098389;1.2010561227798462;0.0;1.0;0.0
5.0;1.0588535070419312;1.1324291229248047;1.0150651931762695;1.2020537853240967;0.0;1.0;0.0
5.0;1.092643141746521;1.1088593006134033;1.0099104642868042;1.170259952545166;0.0;1.0;0.0
5.0;1.0962632894515991;1.1031970977783203;1.0113931894302368;1.1828736066818237;0.0;1.0;0.0
5.0;1.102262258529663;1.1124083995819092;1.0354472398757935;1.1744894981384277;0.0;1.0;0.0
5.0;1.1055710315704346;1.101000189781189;1.0348491668701172;1.1649887561798096;0.0;1.0;0.0
5.0;1.1135681867599487;1.068832516670227;1.047102689743042;1.1685495376586914;1.0;0.0;0.0
5.0;1.1506710052490234;1.066292643547058;1.0304903984069824;1.195825457572937;1.0;0.0;0.0
5.0;1.1728214025497437;1.0564461946487427;1.0101498365402222;1.1817853450775146;0.0;1.0;0.0
5.0;1.143306851387024;1.0563063621520996;1.0363212823867798;1.1352943181991577;0.0;1.0;0.0
