0.5014040470123291;5;0.3862244188785553;1.6152842044830322;5;0;1;0
0.483511745929718;5;0.4185127913951874;1.6298011541366577;5;1;0;0
0.46783486008644104;5;0.37951889634132385;1.6246694326400757;5;1;0;0
0.47619035840034485;5;0.36162176728248596;1.600872278213501;5;1;0;0
0.48717421293258667;5;0.3370676636695862;1.6011208295822144;5;1;0;0
0.4988571107387543;5;0.27987074851989746;1.6165449619293213;0.6630702614784241;1;0;0
0.519997239112854;3.2430598735809326;0.2617453932762146;1.6541706323623657;0.507493257522583;1;0;0
0.5813812017440796;2.8065855503082275;0.24039147794246674;1.672569751739502;0.39858436584472656;1;0;0
0.7021903991699219;2.5258877277374268;0.22511209547519684;1.7263851165771484;0.3228258490562439;1;0;0
0.9165619015693665;2.31002140045166;0.21412555873394012;1.777093529701233;0.27441197633743286;1;0;0
1.3463866710662842;2.1754965782165527;0.212664395570755;1.8486499786376953;0.2362118661403656;1;0;0
5;2.022611618041992;0.20393510162830353;1.93644380569458;0.2009941041469574;1;0;0
5;1.9206373691558838;0.2085418701171875;2.0824320316314697;0.20323368906974792;1;0;0
5;1.8499623537063599;0.22033782303333282;2.2370245456695557;0.19662106037139893;1;0;0
5;1.8069615364074707;0.2540026307106018;2.372675895690918;0.18597158789634705;1;0;0
5;1.7518656253814697;0.27262166142463684;2.6620900630950928;0.16486677527427673;1;0;0
5;1.711181402206421;0.34694626927375793;2.8215315341949463;0.18617482483386993;1;0;0
3.355624198913574;1.7073427438735962;0.42041224241256714;2.893669366836548;0.2035326063632965;1;0;0
2.9164230823516846;1.6801363229751587;0.5582104325294495;3.003620147705078;0.2271040380001068;1;0;0
2.4793331623077393;1.6971322298049927;0.8155589699745178;3.185699462890625;0.2557471990585327;1;0;0
2.205186128616333;1.7205784320831299;1.3355817794799805;3.3672990798950195;0.27147725224494934;0;1;0
2.0748860836029053;1.7188578844070435;1.9035800695419312;3.479325532913208;0.3163447976112366;0;1;0
